DIG,DUGGIRALA,3,"RAILWAY STATION RD, RAILPETA, DUGGIRALA,ANDHRA PRADESH"
GDV,GUDIVADA JUNCTION,3,"JN. PT.BZA/MTM/BVRM, GUDIVADA JUNCTION, KRISHNA DISTRICT,ANDHRA PRADESH"
KKLR,KAIKALURU,2,"KAIKALUR,ANDHRA PRADESH"
AKVD,AKIVIDU,3,"P.P ROAD, AKIVIDU, WEST GODAVARI DISTRICT, COAST ANDHRA,ANDHRA PRADESH"
BVRT,BHIMAVARAM TOWN,2,"SRI SAI NILAYAM, BHIMAVARAM,ANDHRA PRADESH"
AL,ATTILI,1,"WEST GODAVARI,ANDHRA PRADESH"
TNKU,TANUKU,2,"STATION (STRI SAMAJAM) RD, TANUKU PHONE : 08819 222100, 131,ANDHRA PRADESH"
NAB,NAGBHIR JUNCTION,3,"MSH 9, NAGBHIR,MAHARASHTRA"
WSA,WADSA,2,"DISTRICT CHANDRAPUR,MAHARASHTRA"
DWG,DEWANGANJ,3,"DEWANGANJ , RAISEN,MADHYA PRADESH"
SMT,SALAMATPUR,3,"SALAMATPUR VIDISHA ROAD DISTRICT RAISEN,MADHYA PRADESH"
KAH,KALHAR,3,"SAGAR,MADHYA PRADESH"
BJQ,BAGHORA,2,"SAGAR,MADHYA PRADESH"
SMRR,SUMRERI,2,"KHURAI,MADHYA PRADESH"
JRK,JERUWA KHERA,2,"NATIONAL HIGHWAY 26A, JERUWAKHERA,MADHYA PRADESH"
ISH,ISARWARA,2,"SAGAR,MADHYA PRADESH"
NOI,NARIAOLI,2,"SAGAR,MADHYA PRADESH"
MKRN,MAKRONIA,2,"RAJAKHEDI,MADHYA PRADESH"
LDA,LIDHORA KHURD,2,"SAGAR,MADHYA PRADESH"
GW,GIRWAR,2,"SAGAR,MADHYA PRADESH"
GAJ,GANESHGANJ,2,"PATHARIA,MADHYA PRADESH"
ANA,ASLANA,2,"DAMOH,MADHYA PRADESH"
KYX,KARHIYA BHADOLI,2,"GHATERA,MADHYA PRADESH"
BNU,BANDAKPUR,2,"BANDAKPUR RD,MADHYA PRADESH"
GEA,GHATERA,3,"BANDAKPUR RD,MADHYA PRADESH"
SAO,SAGONI,2,"GHATERA,MADHYA PRADESH"
SYA,SALAIA,2,"GHATERA,MADHYA PRADESH"
BQQ,BAKHLETA,2,"KATNI,MADHYA PRADESH"
REI,RITHI,2,"KATNI,MADHYA PRADESH"
HDU,HARDUA,2,"KATNI,MADHYA PRADESH"
JLW,JHALWARA,2,"NATIONAL HIGHWAY 78,MADHYA PRADESH"
RPD,RUPAUND,2,"JHALWARA,MADHYA PRADESH"
VYK,VILAYATKALAN ROAD,2,"JHALWARA,MADHYA PRADESH"
CHD,CHANDIA ROAD,1,"NATIONAL HIGHWAY 78,MADHYA PRADESH"
LOA,LORHA,2,"UMARIA,MADHYA PRADESH"
KKI,KARKELI,3,"UMARIA,MADHYA PRADESH"
NRZB,NOWROZABAD,3,"NATIONAL HIGHWAY 78,MADHYA PRADESH"
GGT,GHUNGHUTI,2,"NATIONAL HIGHWAY 78,MADHYA PRADESH"
BDWA,BANDHWA PARA,2,"NATIONAL HIGHWAY 78,MADHYA PRADESH"
SNGP,SINGHPUR,2,"BURHAR,MADHYA PRADESH"
CLF,CHHULHA,2,"MAUHARI,MADHYA PRADESH"
JTI,JAITHARI,2,"ANUPPUR,MADHYA PRADESH"
NIQ,NIGAURA,2,"ANUPPUR,MADHYA PRADESH"
VKR,VENKATNAGAR,2,"PENDRA RD,MADHYA PRADESH"
HRB,HARRI,2,"VENKATNAGAR,MADHYA PRADESH"
SBRA,SARBAHARA,1,"BILASPUR,CHHATTISGARH"
KOI,KHODRI,2,"BILASPUR,CHHATTISGARH"
BHTK,BHANWAR TONK,2,"KHODRI,CHHATTISGARH"
KGS,KHONGSARA,4,"BHANWAR,CHHATTISGARH"
TGQ,TENGANMADA,2,"BELGAHNA,CHHATTISGARH"
SLKR,SALKAROAD,2,"GHUTKU,CHHATTISGARH"
KLTR,KALMITAR,2,"USALAPUR,CHHATTISGARH"
GTK,GHUTKU,1,"BILASPUR,CHHATTISGARH"
USL,USLAPUR,3,"MANGLA, BILASPUR,CHHATTISGARH"
MZH,MAUHARI,2,"AMARKANTAK RD,MADHYA PRADESH"
DRSN,DHURWASIN,2,"PARASI RD, PARASI,MADHYA PRADESH"
HRV,HARRAD,2,"SHAHDOL,MADHYA PRADESH"
KTMA,KOTMA,3,"NATIONAL HIGHWAY 78, KOTMA,MADHYA PRADESH"
BATL,BAIHATOLA,2,"BORIDAND,MADHYA PRADESH"
BJRI,BIJURI,2,"SHAHDOL,MADHYA PRADESH"
BRND,BORIDAND JUNCTION,3,"KARAMGHONGA MARG,MADHYA PRADESH"
MDGR,MANENDRAGARH,2,"MARKET RD, MANENDRAGARH,CHHATTISGARH"
PRDL,PARADOL,2,"DISTRICT KORIYA,CHHATTISGARH"
CHRM,CHIRIMIRI,2,"CHIRIMIRI,CHHATTISGARH"
ULT,KULTI,3,"GRAND TRUNK RD, KULTI , DIST - BARDHAMAN,WEST BENGAL"
BRR,BARAKAR,2,"STATION RD, BARAKAR, WB 713343 , DIST. BARDHAMAN,WEST BENGAL"
KMME,KUMARDUBI,2,"GRAND TRUNK ROAD, KUMARDUBI, NEAR MAITHAN, DHANBAD - 828203(06540-222077),JHARKHAND"
BOJ,BHOJO,2,"BHOJO RAILWAY STATION, BHOJO, ASSAM 785691,ASSAM"
BXJ,BOKAJAN,3,"GOLAGHAT RD, BOKAJAN,ASSAM"
LKA,LANKA,2,"NH54, LANKA,ASSAM"
JMK,JAMUNAMUKH,2,"NATIONAL HIGHWAY 36,ASSAM"
KWM,KAMPUR,2,"BAITHALANGSO RD, KAMPUR,ASSAM"
JID,JAGI ROAD,2,"JAGIROAD RAIL STATION, JAGIROAD,ASSAM"
DGU,DIGARU,2,"CHANDRAPUR RD, CHANDRAPUR, DIGARU,ASSAM"
NLV,NALBARI,3,"03624-220302, DHAMDHAMA RD, NALBARI,ASSAM"
BNGN,BONGAIGAON,3,"03664-230982, STATION RD, BONGAIGAON,ASSAM"
KOJ,KOKRAJHAR,3,"R.N.B. RD, KOKRAJHAR, 03661-270618,ASSAM"
FKM,FAKIRAGRAM JUNCTION,4,"FAKIRAGRAM, KOKRAJHAR 783345,ASSAM"
GOGH,GOSSAIGAON HAT,2,"KOKRAJHAR,ASSAM"
FLK,FALAKATA,2,"NH 31, FALAKATA, DIST - ALIPURDUAR,WEST BENGAL"
JPE,JALPAIGURI ROAD,2,"DENGUAJHAR ROAD , PATKATA COLONY, PAHARPUR , TEL: 03561-256506, PIN - 735102 , DIST - JALPAIGURI,WEST BENGAL"
NFK,NEW FARAKKA JUNCTION,3,"NH 34, FARAKKA, DIST - MURSHIDABAD,WEST BENGAL"
BHW,BARHARWA JUNCTION,4,"06426-278331, NH80, BARHARWA, DIST: SAHIBGANJ,JHARKHAND"
SBG,SAHIBGANJ,3,"06436-222061, NH80, SAHIBGANJ,JHARKHAND"
CLG,KAHALGAON,2,"BHAGALPUR,BIHAR"
RGD,RAJGIR,3,"06112-255227, NATIONAL HIGHWAY 82, RAJGIR,BIHAR"
NLD,NALANDA,2,"06112-281485, NATIONAL HIGHWAY 82,BIHAR"
PQE,PAWAPURI ROAD,1,"DISTT NALANDA,BIHAR"
BEHS,BIHAR SHARIF JUNCTION,2,"NATIONAL HIGHWAY 82, BIHAR SHARIF, 06112-222306,BIHAR"
GAYA,GAYA JUNCTION,9,"JN POINTS :- PNBE, MGS, DHN. RAILWAY STATION RD, JAGDEO NAGAR, GOL BAGICHA, GAYA, BIHAR 823002 , 0631-2220283,BIHAR"
AUBR,ANUGRAHA NARAYAN ROAD,4,"A N ROAD, AURANGABAD, 06186-285271,BIHAR"
DOS,DEHRI ON SONE,6,"STATION ROAD, SH 15, DEHRI ON SONE, ROHTAS(06184-253154),BIHAR"
SSM,SASARAM JUNCTION,5,"OLD G.T ROAD, NEAR GANDHI MARG, SASARAM-821115, 06184-222051,BIHAR"
BBU,BHABUA ROAD,4,"MOHANIA, BHABUA - 821109, 06187-222222,BIHAR"
SRNT,SARNATH,3,"SARANTH STATION RD, VARANASI,UTTAR PRADESH"
BWR,BARWA SAGAR,1,"JHANSI(0510-2440441),UTTAR PRADESH"
NEW,NIVARI,1,"NIWARI, DISTT. TIKAMGARH,MADHYA PRADESH"
BTX,BELA TAL,2,"KULPAHAR SUB-DISTT., MAHOBA DISTT.,UTTAR PRADESH"
KLAR,KULPAHAR,1,"MOHAN TAL RD, KULPAHAR,UTTAR PRADESH"
KHU,KHURHAND,2,"ATARRA,UTTAR PRADESH"
BTKP,BHARAT KUP,2,"CHITRAKOOT,UTTAR PRADESH"
DBR,DABHAURA,2,"MDR, DABHAURA,MADHYA PRADESH"
BRG,BARGARH,2,"126, BARGARH,UTTAR PRADESH"
SRJ,SHANKARGARH,3,"NH-76, SHANKARGARH,UTTAR PRADESH"
PLP,PHULPUR,3,"NH76 (PINDWARA-ALLAHABAD ),DISTRICT - ALLAHABAD 212402,UTTAR PRADESH"
URPR,UGRASENPUR,2,"JANGHAI,UTTAR PRADESH"
JNH,JANGHAI JUNCTION,3,"JUNCTION POINT: PBH/PFM/ZBD/BSB, JANGHAI, DISTT. JAUNPUR, UTTAR PRADESH 212401,UTTAR PRADESH"
SAW,SURIAWAN,2,"STATION ROAD, KAIDA, SURIAWAN,221404,UTTAR PRADESH"
DLK,DALKHOLA,3,"DALKOLA , DIST - UTTAR DINAJPUR,WEST BENGAL"
TETA,TELTA,2,"STATE HIGHWAY 65, RUPAULI,BIHAR"
SUD,SUDHANI,2,"STATE HIGHWAY 65,BIHAR"
AZR,AZAMNAGAR ROAD,3,"AZAMNAGAR,BIHAR"
KWE,KHURIAL,2,"KHURIAL,BIHAR"
LAV,LABHA,2,"NATIONAL HIGHWAY 81 , LABHA , DIST : KATIHAR,BIHAR"
SMO,SEMAPUR,2,"NATIONAL HIGHWAY 81, KATIHAR,BIHAR"
KTRH,KATAREAH,2,"SHREE RD, KUMADPUR,BIHAR"
NNR,NARAYANPUR,2,"NARAYANPUR,BIHAR"
MSK,MAHES KHUNT,2,"MAHESHKHUNT,BIHAR"
LKN,LAKHMINIA,3,"BEGUSARAI,BIHAR"
BKG,BANKA GHAT,2,"N H 30,PATNA,BIHAR"
PWS,PHULWARI SHARIF,3,"MANIPUR GANTT, PHULWARI SHARIF, PATNA, 801505,BIHAR"
GLPT,GOALPARA TOWN,3,"GOALPARA STATION, BHALUKDUBI, ASSAM 783121.,ASSAM"
DLO,DALGAON,3,"NH - 31 , BIRPARA , PH:03563-266013 , DIST : ALIPURDUAR,WEST BENGAL"
TKR,TAKARI,1,"SANGLI,MAHARASHTRA"
KUD,KUDACHI,1,"KUDCHI,KARNATAKA"
LWR,ALNAVAR JUNCTION,3,"STATE HIGHWAY 93, ALNAVAR,KARNATAKA"
DRU,KADUR JUNCTION,2,"PRIVATE BUS STAND, KADUR,KARNATAKA"
GMO,NETAJI SC BOSE GOMOH JUNCTION,6,"PHONE NUMBER :-0326-2473188, NETAJI SUBHASH CHANDRA BOSE JUNCTION, RAILWAY COLONY, POST OFFICE GOMOH, PIN 828401, DHANBAD, JHARKHAND,JHARKHAND"
PNME,PARASNATH,5,"PARASNATH (ISRI) ,GIRIDIH 06532-233419,JHARKHAND"
KQR,KODERMA JUNCTION,7,"JHUMRI TELAIYA,06534-222410 KODERMA,JHARKHAND"
KID,KHAIRAR JUNCTION,2,"JUNCTION POINT - KANPUR, NH-76 BANDA(05192-224813),UTTAR PRADESH"
MYS,MYSURU JUNCTION,6,"JN PT -SBC/CMNR/HAS ,MYSURU TEL NO 0821-2521751,KARNATAKA"
S,SHRIRANGAPATTANA,1,"MANDYA DISTRICT,PIN:571438,KARNATAKA"
PANP,PANDAVAPURA,3,"SH 7, SH 19 JUNCTION MANDYA DISTRICT,KARNATAKA"
MYA,MANDYA,3,"KALIKAMBA, MANDYA,KARNATAKA"
MAD,MADDUR,3,"SHIVAPURA, MANDYA DISTRICT,KARNATAKA"
CPT,CHANNAPATNA,3,"PHONE:080-27251343, CHANNAPATNA,KARNATAKA"
RMGM,RAMANAGARAM,4,"RAMANAGARAM,KARNATAKA"
BID,BIDADI,4,"SH 17, BENGALURU-MYSORE HIGHWAY, RAMANAGAR DISTRICT,KARNATAKA"
KGI,KENGERI,4,"RAILWAY PARALLEL RD, STAGE II, KENGERI SATELLITE TOWN, BENGALURU,KARNATAKA"
SEO,SEOHARA,2,"STATE HIGHWAY 49, SEOHARA,UTTAR PRADESH"
CDG,CHANDIGARH JUNCTION,6,"IND AREA 1,DARIA,CHANDIGARH"
CPA,KANPUR ANWARGANJ,3,"GT ROAD(NH-2), ANWARGANJ, KANPUR-208 003,UTTAR PRADESH"
KGA,KHAGA,3,"KHAGA, FATEHPUR,UTTAR PRADESH"
SRO,SIRATHU,2,"MDR 26B, SIRATHU,UTTAR PRADESH"
BRE,BHARWARI,2,"MDR 26B, BHARWARI,UTTAR PRADESH"
ALY,ALLAHABAD CITY,5,"NH 2, RAMBAGH, ALLAHABAD(0532-1072),UTTAR PRADESH"
HDK,HANDIA KHAS,2,"HANDIA,UTTAR PRADESH"
GYN,GYANPUR ROAD,2,"GOPIGANJ, DISTRICT BHADOHI,UTTAR PRADESH"
MBS,MADHOSINGH,2,"SH 5, BHAIDPUR, PIN:221301,UTTAR PRADESH"
BHLP,BHULANPUR,1,"DIESEL LOCOMOTIVE WORKS, VARANASI 221004,UTTAR PRADESH"
MUV,MANDUADIH,3,"DLW ROAD, MANDUADIH, VARANASI - 221103,UTTAR PRADESH"
BCY,VARANASI CITY,3,"ALIPURA, VARANASI,PIN:221001,UTTAR PRADESH"
ARJ,AUNRIHAR JUNCTION,4,"AURIHAR KHURD,PIN:233221,UTTAR PRADESH"
DLR,DULLAHAPUR,2,"STATE HIGHWAY 67, DULLAHAPUR,UTTAR PRADESH"
MAU,MAU JUNCTION,4,"RAILWAY LINE ROAD, RAILWAY COLONY, MAU, UTTAR PRADESH 275101,UTTAR PRADESH"
IAA,INDARA JUNCTION,4,"INDARA ,MAU,UTTAR PRADESH"
BLTR,BELTHARA ROAD,2,"BELTHARA,UTTAR PRADESH"
LRD,LAR ROAD,2,"DEORIA,UTTAR PRADESH"
SRU,SALEMPUR JUNCTION,2,"RAILWAY STATION RD, SALEMPUR,UTTAR PRADESH"
SANR,SARDARNAGAR,2,"GORAKHPUR-DEORIA ROAD,UTTAR PRADESH"
KHM,KUSMHI,2,"DEORIA BYPASS / NH 28 TERMINAL, GORAKHPUR,UTTAR PRADESH"
YG,YADGIR,3,"STATE HIGHWAY 16, YADGIR,KARNATAKA"
SADP,SAIDAPUR,3,"SH 51,NARAYAN PET RD ,SAIDAPUR, YADGIR DIST.,KARNATAKA"
YA,YERRAGUNTLA JUNCTION,2,"JN PT. RU/NDL/GTL YERRAGUNTLA RD, KADAPA / CUDDAPAH (YSR DISTRICT),ANDHRA PRADESH"
RJP,RAZAMPETA,2,"RAJAMPET, KADAPA (YSR DISTRICT),ANDHRA PRADESH"
KOU,KODURU,2,"KODURU, KADAPA (YSR DISTRICT),ANDHRA PRADESH"
PER,PERAMBUR,4,"PERAMBUR HIGH ROAD, PERAMBUR, CHENNAI-600011 PHONE: 044-25510359,TAMIL NADU"
JOC,JOYCHANDI PAHAR,3,"RAGHUNATHPUR, DIST - PURULIA 723121,WEST BENGAL"
PRR,PURULIA JUNCTION,4,"NATIONAL HIGHWAY 60A, PURULIA CITY, PIN: 723103. PH: 03252-202202,WEST BENGAL"
MBM,MAMBALAM,4,"WEST MAMBALAM, T.NAGAR, CHENNAI,TAMIL NADU"
MAQ,MANGALORE CENTRAL,4,"TEL:0824-2423137, OLD KENT RD, MANGALURU DAKSHIN KANNADA 575001,KARNATAKA"
MJS,MANJESHWAR,3,"NH 66, MANJESHWARAM, KASARAGOD,KERALA"
KMQ,KUMBALA,2,"NH66, KUMBLA,KERALA"
KGQ,KASARAGOD,3,"RAILWAY STATION RD, KASARAGOD, TEL: 04994 220800,KERALA"
KQK,KOTIKULAM,2,"BEKAL,KERALA"
KZE,KANHANGAD,3,"NH 17, KANHANGAD,KERALA"
NLE,NILESHWAR,2,"NILESHWAR FLYOVER, NILESWARAM,KERALA"
CHV,CHARVATTUR,3,"KASARAGOD DISTRICT,KERALA"
PAY,PAYYANUR,3,"PAYYANUR, KANNUR DISTRICT,KERALA"
PAZ,PAYANGADI,2,"PAYANGADI MATOOL VIA VADIKKAL, KANNUR DISTRICT,KERALA"
KPQ,KANNAPURAM,2,"KANNAPURAM, KANNUR DISTRICT,KERALA"
TLY,THALASSERY,2,"THALASERRY, KANNUR,KERALA"
MAHE,MAHE,2,"MAHE RAILWAY STATION ROAD - AZHIYOOR, KOZHIKODE DISTRICT,,PUDUCHERRY"
BDJ,VADAKARA,3,"VADAKARA, CALICUT / STATION PH NO : 0496-2524254,KERALA"
QLD,KOYILANDY,3,"QUILANDI,KERALA"
FK,FEROK,2,"FEROKE CITY ROAD, FEROKE,KERALA"
KN,KADALUNDI,2,"KOZHIKODE DISTRICT,KERALA"
PGI,PARAPPANGADI,2,"TIRUR KADALUNDI RD, PARAPPANANGADI,KERALA"
TA,TANUR,3,"MALAPPURAM,KERALA"
TIR,TIRUR,3,"TIRUR, MALAPPURAM,TEL: 0494 2422240,KERALA"
KTU,KUTTIPPURAM,2,"TEL: 0494 2608324, TIRUR KUTTIPURAM RD, KUTTIPPURAM,KERALA"
PTB,PATTAMBI,2,"SH 39, PATTAMBI,KERALA"
CBF,COIMBATORE NORTH,2,"RAJU NAIDU STREET, TATABAD, COIMBATORE 641012,TAMIL NADU"
PLMD,PILAMEDU,3,"COIMBATORE, PILAMEDU PH.NO. 0422-2572333,TAMIL NADU"
UKL,UTTUKULI,2,"UTHUKULI PH.NO. 04294-260213,TAMIL NADU"
URL,UNJALUR,2,"SH 84, UNJALUR PH.NO. 04204-266131,TAMIL NADU"
KMD,KODUMUDI,2,"SH 84, KODUMUDI,TAMIL NADU"
PGR,PUGALUR,1,"KARUR,TAMIL NADU"
MPLM,MOORTHIPALAYAM,1,"ERODE - UNJALUR - KODUMUDI - KARUR RD,TAMIL NADU"
KRR,KARUR JUNCTION,5,"JUNCTION POINT ED/TPJ/DG/SA, KARUR JUNCTION PH.NO . 04324-274106,TAMIL NADU"
MMH,MAHADANAPURAM,1,"NAGAPPATTINAM - GUNDLUPET ROAD(VANDIKARA STREET), MAHADANAPURAM PH.NO. 04323-242790,TAMIL NADU"
KLT,KULITALAI,2,"KULITHALAI PH.NO. 04323-222079,TAMIL NADU"
TP,TIRUCHCHIRAPPALLI FORT,3,"NEAR FORT RAILWAY HOSPITAL, TENNUR, TIRUCHCHIRAPALLI FORT PH.NO. 0431-2704175,TAMIL NADU"
SRGM,SRIRANGAM,2,"GANDHI RD, SRIRANGAM, TIRUCHIRAPALLI,TAMIL NADU"
ALU,ARIYALUR,2,"PERAMBALUR ROAD, ARIYALUR,TAMIL NADU"
GUV,GURUVAYUR,3,"GURUVAYOOR 0487-2556820,KERALA"
MPA,MANAPARAI,2,"MANAPPARAI,TAMIL NADU"
RMM,RAMESWARAM,5,"RAILWAY FEEDER ROAD,RAMESWARAM ,DIST - RAMANATHAPURAM - 623526,TAMIL NADU"
MMM,MANDAPAM,3,"NATIONAL HIGHWAY 49,TAMIL NADU"
RMD,RAMANATHAPURAM,3,"RAILWAY FEEDER ROAD, RAMANATHAPURAM,TAMIL NADU"
PMK,PARAMAKKUDI,3,"RAILWAY STATION,NEAR ARUN PRASANTH SADACHARAM,PARAMAKUDI,RAMANATHAPURAM DT-623707,TAMIL NADU"
MNM,MANAMADURAI JUNCTION,5,"JUNCTION POINT RMM/ VPT/MDU/KKDI,MANAMADURAI JN,RAILWAY STATION ROAD,MANAMADURAI,SIVAGANGA DT-632502,TAMIL NADU"
NHK,NAHARKATIYA,2,"NAHARKATIYA RAILWAY STATION RD, NAHARKATIYA,ASSAM"
PUT,PUTTUR,3,"OPPOSITE TO MURUGAN TEMPLE, NEAR VEGETABLE MARKET TIRUPATI ROAD PUTTUR,CHITTOOR DISTRICT 517583,ANDHRA PRADESH"
EKM,EKAMBARAKUPPAM,2,"SH 58, EKAMBARAKUPPAM,ANDHRA PRADESH"
TRT,TIRUTTANI,3,"NH 205, TIRUTTANI,TAMIL NADU"
MOZ,MUZAFFARNAGAR,3,"STATION RD, CIVIL LINES NORTH, MUZAFFARNAGAR,UTTAR PRADESH"
MTC,MEERUT CITY JUNCTION,6,"CITY RAILWAY STATION RD, MEERUT,UTTAR PRADESH"
BAND,BANASWADI,3,"JAYABHARATHI NAGAR, MARUTHI SEVANAGAR, BANGALORE,KARNATAKA"
BCH,BERCHHA,2,"STATION RD,BERCHHA,MADHYA PRADESH"
SEH,SEHORE,2,"NH 86,SUBASHNAGAR, SEHORE, MP 466001,MADHYA PRADESH"
BIH,BAIRAGARH,2,"NH 86, SANT HIRDARAM NAGAR, BHOPAL,MADHYA PRADESH"
KATL,KATOL,2,"STATE HIGHWAY 248, KATOL. DISTRICT NAGPUR,MAHARASHTRA"
MAP,MORAPPUR,3,"DHARMAPURI DISTRICT,TAMIL NADU"
VNUP,VISHNUPURAM,1,"VISHNUPURAM PH .NO : 08689-228131, NALGONDA DIST,TELANGANA"
PGRL,PIDUGURALLA,2,"NAZIRS PALACE, KUMAR BAZAR, PIDUGURALLA PH.NO 08649-252255,ANDHRA PRADESH"
AVD,AVADI,4,"TIRUMALAIRAJAPURAM, PHONE: 044-26555408,TAMIL NADU"
AEL,ATELI,2,"DIST. MAHENDRAGARH,HARYANA"
NNL,NARNAUL,2,"BABA GOPA RD, NARNAUL,HARYANA"
DBLA,DABLA,2,"DABLA,RAJASTHAN"
NMK,NIM KA THANA,1,"SH 37B, NIM KA THANA,RAJASTHAN"
HDA,HIRNODA,2,"JAIPUR,RAJASTHAN"
ADTP,ADITYAPUR,3,"ADITYAPUR, JAMSHEDPUR,JHARKHAND"
KND,KANDRA JUNCTION,4,"ROAD NO 27, JAMSHEDPUR,JHARKHAND"
CNI,CHANDIL JUNCTION,4,"NATIONAL HIGHWAY 32, CHANDIL,JHARKHAND"
BBM,BARABHUM,3,"BARABHUM STATION ROAD, RANGADIH, BALARAMPUR, DIST - PURULIA,WEST BENGAL"
ANR,ANARA,2,"PURULIA - ASANSOL ROAD, ANARA, DIST - PURULIA,WEST BENGAL"
TGA,TEGHRA,2,"NH28, BEGUSARAI,BIHAR"
BYL,BELHA,3,"COLLEGE ROAD,CHHATTISGARH"
HN,HATHBANDH,3,"RAIPUR,CHHATTISGARH"
SKS,SALEKASA,3,"SALEKASA, RAJNANDGAON,CHHATTISGARH"
NRKR,NARKHER JUNCTION,4,"JN. PT. -NGP/ET/NAVI, STATE HIGHWAY 246, NARKHER, DISTRICT NAGPUR,MAHARASHTRA"
BAO,BANMOR,3,"GWALIOR,MADHYA PRADESH"
CHJ,CHATA,4,"CHHATA,UTTAR PRADESH"
MUD,MURADNAGAR,2,"MURADNAGAR, GHAZIABAD,UTTAR PRADESH"
MDNR,MODINAGAR,2,"MODINAGAR, DISTT GHAZIABAD 201204,UTTAR PRADESH"
MUT,MEERUT CANTT.,2,"CANTONMENT STATION RD, MEERUT,UTTAR PRADESH"
KAT,KHATAULI,2,"SH 51, KHATAULI,UTTAR PRADESH"
DBD,DEOBAND,2,"MDR 163W, DEOBAND, SAHARANPUR,UTTAR PRADESH"
RAA,BARARA,3,"STATE HIGHWAY 4, BARARA,HARYANA"
GOY,GOVINDPURI JUNCTION,2,"GOVIND NAGAR, KANPUR-208 006,UTTAR PRADESH"
BZM,BHIMSEN JUNCTION,1,"JN POINT KANPUR/AIT/KHAIRAR,UTTAR PRADESH"
KTRR,KATHARA ROAD,1,"KANPUR NAGAR,UTTAR PRADESH"
PTRE,PATARA,1,"KANPUR NAGAR,UTTAR PRADESH"
GTM,GHATAMPUR,2,"SH 46, GHATAMPUR, DISTRICT KANPUR NAGAR, 209206,UTTAR PRADESH"
HAR,HAMIRPUR ROAD,1,"HAMIRPUR,UTTAR PRADESH"
BSZ,BHARWA SUMERPUR,2,"HAMIRPUR,UTTAR PRADESH"
ICL,ICHAULI,1,"MAUDAHA,UTTAR PRADESH"
SWC,SHIVRAMPUR,2,"NATIONAL HIGHWAY 76,UTTAR PRADESH"
MJG,MAJHAGAWAN,2,"MAJHAGAWAN, MDR 11, MAJHGAWA,MADHYA PRADESH"
JTW,JAITWAR,2,"MDR 11, JAITWAR,MADHYA PRADESH"
UHR,UNCHHERA,2,"SH11, UNCHHERA,MADHYA PRADESH"
JKE,JUKEHI,3,"NAINIYA,NH 7, JHUKEHI PIN:485773,MADHYA PRADESH"
NIP,NIZAMPUR,2,"MDR 93, NIZAMPUR,RAJASTHAN"
KAWT,KANWAT,2,"RAJASTHAN STATE HIGHWAY 13, JUGALPURA,RAJASTHAN"
SMPR,SHRI MADHOPUR,1,"SH 37, SRI MADHOPUR,RAJASTHAN"
BDHL,BADHAL,2,"BADHAL RAILWAY STATION,RAJASTHAN"
RNW,RENWAL,2,"KISHANGARH RENWAL,RAJASTHAN"
GPD,GUMMIDIPUNDI,4,"NATIONAL HIGHWAY 5, GUMMIDIPUNDI,TAMIL NADU"
COA,KAKINADA PORT,3,"TILAK ST, KAKINADA,ANDHRA PRADESH"
RJT,RAJKOT JUNCTION,5,"JUNCTION POINT - VG/JAM/VRL, RAILWAY STATION RD, GAYAKWADI, RAJKOT,GUJARAT"
SUNR,SURENDRANAGAR JUNCTION,4,"80 FEET ROAD, KALYAN NAGAR, SURENDRA NAGAR, GUJARAT - 363001,GUJARAT"
KWV,KURDUVADI JUNCTION,4,"JN. PT. DD/SUR/LUR/MRJ, STATE HIGHWAY 149, TEL:02183-253135, KURDUVADI DIST-SOLAPUR,MAHARASHTRA"
GUR,GANAGAPUR ROAD,2,"TEL: 08470-266042, GANAGAPUR ROAD, DIST GULBARGA,KARNATAKA"
KSN,KRISHNA,2,"KRISHNA ,DIST MAHABUBNAGAR,TELANGANA"
KLU,KALLURU JUNCTION,3,"JN PT. GTL/GY/DMM NATIONAL HIGHWAY 7, ANANTAPUR DISTRICT,ANDHRA PRADESH"
HSRA,HOSUR,3,"RAILWAY STATION RD, HOSUR,TAMIL NADU"
DPJ,DHARMAPURI,3,"DURAI SAMY GOUDER ST, DHARMAPURI,TAMIL NADU"
RDDE,RATHDHANA,2,"RATHDHANA, SONIPAT,HARYANA"
ANDI,ADARSH NAGAR,2,"BLOCK A, INDIRA NAGAR, ADARSH NAGAR, NEW DELHI, DELHI 110033,DELHI NCT"
KOA,KARONDA,2,"BINA,MADHYA PRADESH"
HRD,HARSUD,2,"STATE HIGHWAY 15, HARSUD,MADHYA PRADESH"
BIR,BIR,2,"RAILWAY STATION ROAD, BIR, DIST. - KHANDWA, 450110,MADHYA PRADESH"
BUX,BHANDAK,5,"BHANDAK, CHANDRAPUR,MAHARASHTRA"
SNI,SINDI,2,"SINDI, WARDHA,MAHARASHTRA"
SANK,SANK,2,"MORENA(0753-2226392),MADHYA PRADESH"
GMH,GAMHARIA JUNCTION,3,"TATA KANDRA ROAD, GAMHARIA, JAMSHEDPUR 831014,JHARKHAND"
WENA,WENA,2,"0612-2608217, NH 31, WENA,BIHAR"
HRT,HARNAUT,3,"06112-227610, NATIONAL HIGHWAY 30A, HARNAUT,BIHAR"
KWO,KARAUTA,2,"NH 30, KARAUTA,BIHAR"
GZH,GULZARBAGH,3,"STATE HIGHWAY 1, PATNA,BIHAR"
BSQP,BANSIPUR,2,"STATE HIGHWAY 18, KIUL,BIHAR"
YFP,YUSUFPUR,2,"MDR 94E,UTTAR PRADESH"
